File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
D:\engine\proteus\source\audio\prSoundManager_PC.cpp,prSoundManager_PC::SongGetPaused() const,22,18,8,5,4,0,0,0,
D:\engine\proteus\source\audio\prSoundManager_PC.cpp,prSoundManager_PC::SongSetVolume(f32 volume),31,26,12,4,4,0,1,2,
D:\engine\proteus\source\audio\prSoundManager_PC.cpp,"prSoundManager_PC::SFXPlay(s32 index, f32 volume, bool loop)",59,39,24,6,14,0,6,15,
D:\engine\proteus\source\audio\prSoundManager_PC.cpp,prSoundManager_PC::SFXStop(s32 id),26,22,10,5,4,0,0,0,
D:\engine\proteus\source\audio\prSoundManager_PC.cpp,prSoundManager_PC::SFXStop(const char *name),28,23,11,5,5,0,0,0,
D:\engine\proteus\source\audio\prSoundManager_PC.cpp,prSoundManager_PC::SFXStopAll(),21,18,8,3,3,0,0,0,
D:\engine\proteus\source\audio\prSoundManager_PC.cpp,prSoundManager_PC::SFXIsPlaying(int id) const,27,21,10,6,6,0,0,0,
D:\engine\proteus\source\audio\prSoundManager_PC.cpp,prSoundManager_PC::SFXIsPlaying(const char *name) const,31,23,12,6,8,0,0,0,
D:\engine\proteus\source\audio\prSoundManager_PC.cpp,"prSoundManager_PC::SFXPause(int id, bool state)",39,34,15,7,5,0,0,0,
D:\engine\proteus\source\audio\prSoundManager_PC.cpp,"prSoundManager_PC::SFXPause(const char *name, bool state)",43,36,17,7,7,0,0,0,
D:\engine\proteus\source\audio\prSoundManager_PC.cpp,prSoundManager_PC::SFXPauseAll(bool state),41,36,15,7,5,0,0,0,
D:\engine\proteus\source\audio\prSoundManager_PC.cpp,prSoundManager_PC::SFXGetPaused() const,13,9,5,2,4,0,0,0,
D:\engine\proteus\source\audio\prSoundManager_PC.cpp,prSoundManager_PC::SFXGetActive() const,6,6,3,2,0,0,0,0,
D:\engine\proteus\source\audio\prSoundManager_PC.cpp,"prSoundManager_PC::SFXSetVolume(int id, f32 volume)",28,23,11,5,4,0,1,2,
D:\engine\proteus\source\audio\prSoundManager_PC.cpp,prSoundManager_PC::SongUpdate(),28,20,11,3,8,0,0,0,
D:\engine\proteus\source\audio\prSoundManager_PC.cpp,prSoundManager_PC::SongStream(unsigned int buffer),43,34,18,7,8,0,1,3,
D:\engine\proteus\source\audio\prSoundManager_PC.cpp,prSoundManager_PC::Empty(),19,15,7,2,4,0,0,0,
D:\engine\proteus\source\audio\prWaves.cpp,prWaves::prWaves(),4,3,2,0,0,0,1,8,
D:\engine\proteus\source\audio\prWaves.cpp,prWaves::~prWaves(),10,9,5,2,1,0,0,0,
D:\engine\proteus\source\audio\prWaves.cpp,"prWaves::LoadWaveFile(const char *filename, prWaveID *pWaveID)",65,54,34,9,9,0,2,9,
D:\engine\proteus\source\audio\prWaves.cpp,"prWaves::ParseFile(const char *filename, prWaveFileInfo* pWaveInfo)",96,81,45,13,11,0,4,24,
D:\engine\proteus\source\audio\prWaves.cpp,prWaves::IsWaveID(prWaveID id) const,10,8,5,3,2,0,0,0,
D:\engine\proteus\source\audio\prWaves.cpp,"prWaves::GetWaveData(prWaveID id, void **pAudioData) const",10,7,5,5,3,0,0,0,
D:\engine\proteus\source\audio\prWaves.cpp,"prWaves::GetWaveSize(prWaveID id, u32 *size) const",10,7,5,5,3,0,0,0,
D:\engine\proteus\source\audio\prWaves.cpp,"prWaves::GetWaveFrequency(prWaveID id, u32 *pulFrequency) const",20,18,10,3,2,0,0,0,
D:\engine\proteus\source\audio\prWaves.cpp,"prWaves::GetWaveALBufferFormat(prWaveID id, u32 *pulFormat) const",65,57,30,14,4,0,4,10,
D:\engine\proteus\source\audio\prWaves.cpp,prWaves::DeleteWaveFile(prWaveID id),14,12,8,2,2,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.cpp,b2BroadPhase::b2BroadPhase(),10,8,8,0,2,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.cpp,b2BroadPhase::~b2BroadPhase(),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.cpp,"b2BroadPhase::CreateProxy(const b2AABB& aabb, void* userData)",5,5,5,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.cpp,b2BroadPhase::DestroyProxy(int32 proxyId),4,4,4,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.cpp,"b2BroadPhase::MoveProxy(int32 proxyId, const b2AABB& aabb, const b2Vec2& displacement)",6,6,4,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.cpp,b2BroadPhase::TouchProxy(int32 proxyId),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.cpp,b2BroadPhase::BufferMove(int32 proxyId),12,11,9,1,1,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.cpp,b2BroadPhase::UnBufferMove(int32 proxyId),8,8,4,2,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.cpp,b2BroadPhase::QueryCallback(int32 proxyId),22,17,13,4,3,0,2,14,
D:\engine\proteus\source\Box2D\Collision\b2CollideCircle.cpp,"b2CollideCircles( b2Manifold* manifold, const b2CircleShape* circleA, const b2Transform& xfA, const b2CircleShape* circleB, const b2Transform& xfB)",22,18,16,1,4,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2CollideCircle.cpp,"b2CollidePolygonAndCircle( b2Manifold* manifold, const b2PolygonShape* polygonA, const b2Transform& xfA, const b2CircleShape* circleB, const b2Transform& xfB)",99,82,62,8,11,0,6,33,
D:\engine\proteus\source\Box2D\Collision\b2CollideEdge.cpp,"b2CollideEdgeAndCircle(b2Manifold* manifold, const b2EdgeShape* edgeA, const b2Transform& xfA, const b2CircleShape* circleB, const b2Transform& xfB)",122,97,77,10,16,0,9,48,
D:\engine\proteus\source\Box2D\Collision\b2CollideEdge.cpp,"b2EPCollider::Collide(b2Manifold* manifold, const b2EdgeShape* edgeA, const b2Transform& xfA, const b2PolygonShape* polygonB, const b2Transform& xfB)",386,337,231,30,38,0,11,79,
D:\engine\proteus\source\Box2D\Collision\b2CollideEdge.cpp,b2EPCollider::ComputeEdgeSeparation(),16,14,10,3,2,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2CollideEdge.cpp,b2EPCollider::ComputePolygonSeparation(),50,41,27,8,7,0,2,3,
D:\engine\proteus\source\Box2D\Collision\b2CollideEdge.cpp,"b2CollideEdgeAndPolygon( b2Manifold* manifold, const b2EdgeShape* edgeA, const b2Transform& xfA, const b2PolygonShape* polygonB, const b2Transform& xfB)",3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2CollidePolygon.cpp,"b2FindMaxSeparation(int32* edgeIndex, const b2PolygonShape* poly1, const b2Transform& xf1, const b2PolygonShape* poly2, const b2Transform& xf2)",36,30,22,5,4,0,2,11,
D:\engine\proteus\source\Box2D\Collision\b2CollidePolygon.cpp,"b2FindIncidentEdge(b2ClipVertex c[2], const b2PolygonShape* poly1, const b2Transform& xf1, int32 edge1, const b2PolygonShape* poly2, const b2Transform& xf2)",40,30,26,2,7,0,3,24,
D:\engine\proteus\source\Box2D\Collision\b2CollidePolygon.cpp,"b2CollidePolygons(b2Manifold* manifold, const b2PolygonShape* polyA, const b2Transform& xfA, const b2PolygonShape* polyB, const b2Transform& xfB)",120,90,75,8,23,3,7,42,
D:\engine\proteus\source\Box2D\Collision\b2Collision.cpp,"b2WorldManifold::Initialize(const b2Manifold* manifold, const b2Transform& xfA, float32 radiusA, const b2Transform& xfB, float32 radiusB)",61,53,37,8,7,0,1,7,
D:\engine\proteus\source\Box2D\Collision\b2Collision.cpp,"b2GetPointStates(b2PointState state1[b2_maxManifoldPoints], b2PointState state2[b2_maxManifoldPoints], const b2Manifold* manifold1, const b2Manifold* manifold2)",40,32,18,9,6,0,2,8,
D:\engine\proteus\source\Box2D\Collision\b2Collision.cpp,"b2AABB::RayCast(b2RayCastOutput* output, const b2RayCastInput& input) const",64,47,31,11,10,0,7,30,
D:\engine\proteus\source\Box2D\Collision\b2Collision.cpp,"b2ClipSegmentToLine(b2ClipVertex vOut[2], const b2ClipVertex vIn[2], const b2Vec2& normal, float32 offset, int32 vertexIndexA)",28,17,15,4,5,0,6,42,
D:\engine\proteus\source\Box2D\Collision\b2Collision.cpp,"b2TestOverlap( const b2Shape* shapeA, int32 indexA, const b2Shape* shapeB, int32 indexB, const b2Transform& xfA, const b2Transform& xfB)",16,12,12,1,4,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2Distance.cpp,"b2DistanceProxy::Set(const b2Shape* shape, int32 index)",54,48,33,6,6,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2Distance.cpp,b2Simplex::Solve2(),31,23,19,2,3,0,5,27,
D:\engine\proteus\source\Box2D\Collision\b2Distance.cpp,b2Simplex::Solve3(),106,74,62,6,12,0,20,53,
D:\engine\proteus\source\Box2D\Collision\b2Distance.cpp,"b2Distance(b2DistanceOutput* output, b2SimplexCache* cache, const b2DistanceInput* input)",156,100,72,18,27,0,29,207,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::b2DynamicTree(),22,16,14,1,5,0,1,8,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::~b2DynamicTree(),3,2,2,0,0,0,1,8,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::AllocateNode(),35,27,23,3,3,0,5,37,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::FreeNode(int32 nodeId),7,7,7,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,"b2DynamicTree::CreateProxy(const b2AABB& aabb, void* userData)",13,9,9,1,3,0,1,3,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::DestroyProxy(int32 proxyId),6,5,5,0,1,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,"b2DynamicTree::MoveProxy(int32 proxyId, const b2AABB& aabb, const b2Vec2& displacement)",43,32,22,5,9,0,2,5,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::InsertLeaf(int32 leaf),137,105,77,10,20,0,12,72,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::RemoveLeaf(int32 leaf),56,46,30,5,7,0,3,11,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::Balance(int32 iA),140,113,83,13,19,0,8,30,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::GetHeight() const,7,6,4,3,1,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::GetAreaRatio() const,23,18,12,5,4,0,1,4,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::ComputeHeight(int32 nodeId) const,12,10,8,3,2,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::ComputeHeight() const,3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::ValidateStructure(int32 index) const,32,25,19,3,7,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::ValidateMetrics(int32 index) const,36,28,24,2,8,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::Validate() const,16,13,11,1,3,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::GetMaxBalance() const,19,16,12,3,3,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::RebuildBottomUp(),73,61,45,7,10,0,2,11,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.cpp,b2DynamicTree::ShiftOrigin(const b2Vec2& newOrigin),7,6,4,1,0,0,1,7,
D:\engine\proteus\source\Box2D\Collision\b2TimeOfImpact.cpp,"b2TimeOfImpact(b2TOIOutput* output, const b2TOIInput* input)",231,161,120,28,39,1,31,215,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.h,"b2PairLessThan(const b2Pair& pair1, const b2Pair& pair2)",12,10,6,5,2,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.h,b2BroadPhase::GetUserData(int32 proxyId) const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.h,"b2BroadPhase::TestOverlap(int32 proxyIdA, int32 proxyIdB) const",4,4,4,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.h,b2BroadPhase::GetFatAABB(int32 proxyId) const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.h,b2BroadPhase::GetProxyCount() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.h,b2BroadPhase::GetTreeHeight() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.h,b2BroadPhase::GetTreeBalance() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.h,b2BroadPhase::GetTreeQuality() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.h,b2BroadPhase::UpdatePairs(T* callback),52,32,22,6,9,0,11,70,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.h,"b2BroadPhase::Query(T* callback, const b2AABB& aabb) const",2,2,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.h,"b2BroadPhase::RayCast(T* callback, const b2RayCastInput& input) const",2,2,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2BroadPhase.h,b2BroadPhase::ShiftOrigin(const b2Vec2& newOrigin),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2Collision.h,b2AABB::IsValid() const,5,5,5,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2Collision.h,"b2TestOverlap(const b2AABB& a, const b2AABB& b)",12,9,7,5,3,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2Distance.h,b2DistanceProxy::GetVertexCount() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2Distance.h,b2DistanceProxy::GetVertex(int32 index) const,3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2Distance.h,b2DistanceProxy::GetSupport(const b2Vec2& d) const,14,13,9,3,1,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2Distance.h,b2DistanceProxy::GetSupportVertex(const b2Vec2& d) const,14,13,9,3,1,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.h,b2DynamicTree::GetUserData(int32 proxyId) const,3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.h,b2DynamicTree::GetFatAABB(int32 proxyId) const,3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.h,"b2DynamicTree::Query(T* callback, const b2AABB& aabb) const",31,28,16,5,3,0,0,0,
D:\engine\proteus\source\Box2D\Collision\b2DynamicTree.h,"b2DynamicTree::RayCast(T* callback, const b2RayCastInput& input) const",82,61,44,7,13,0,8,50,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2ChainShape.cpp,b2ChainShape::~b2ChainShape(),4,4,4,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2ChainShape.cpp,"b2ChainShape::CreateLoop(const b2Vec2* vertices, int32 count)",19,17,15,1,1,0,1,13,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2ChainShape.cpp,"b2ChainShape::CreateChain(const b2Vec2* vertices, int32 count)",19,16,14,1,2,0,1,13,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2ChainShape.cpp,b2ChainShape::SetPrevVertex(const b2Vec2& prevVertex),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2ChainShape.cpp,b2ChainShape::SetNextVertex(const b2Vec2& nextVertex),3,3,3,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2ChainShape.cpp,b2ChainShape::Clone(b2BlockAllocator* allocator) const,9,9,9,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2ChainShape.cpp,b2ChainShape::GetChildCount() const,3,2,2,1,0,0,1,7,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2ChainShape.cpp,"b2ChainShape::GetChildEdge(b2EdgeShape* edge, int32 index) const",29,26,18,2,3,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2ChainShape.cpp,"b2ChainShape::TestPoint(const b2Transform& xf, const b2Vec2& p) const",4,4,4,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2ChainShape.cpp,"b2ChainShape::RayCast(b2RayCastOutput* output, const b2RayCastInput& input, const b2Transform& xf, int32 childIndex) const",16,12,10,2,4,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2ChainShape.cpp,"b2ChainShape::ComputeAABB(b2AABB* aabb, const b2Transform& xf, int32 childIndex) const",15,12,10,1,3,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2ChainShape.cpp,"b2ChainShape::ComputeMass(b2MassData* massData, float32 density) const",6,5,5,0,1,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2CircleShape.cpp,b2CircleShape::Clone(b2BlockAllocator* allocator) const,5,5,5,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2CircleShape.cpp,b2CircleShape::GetChildCount() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2CircleShape.cpp,"b2CircleShape::TestPoint(const b2Transform& transform, const b2Vec2& p) const",4,4,4,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2CircleShape.cpp,"b2CircleShape::RayCast(b2RayCastOutput* output, const b2RayCastInput& input, const b2Transform& transform, int32 childIndex) const",33,23,19,5,6,0,4,28,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2CircleShape.cpp,"b2CircleShape::ComputeAABB(b2AABB* aabb, const b2Transform& transform, int32 childIndex) const",6,5,5,0,1,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2CircleShape.cpp,"b2CircleShape::ComputeMass(b2MassData* massData, float32 density) const",6,4,4,0,1,0,1,5,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2EdgeShape.cpp,"b2EdgeShape::Set(const b2Vec2& v1, const b2Vec2& v2)",5,5,5,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2EdgeShape.cpp,b2EdgeShape::Clone(b2BlockAllocator* allocator) const,5,5,5,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2EdgeShape.cpp,b2EdgeShape::GetChildCount() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2EdgeShape.cpp,"b2EdgeShape::TestPoint(const b2Transform& xf, const b2Vec2& p) const",4,4,4,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2EdgeShape.cpp,"b2EdgeShape::RayCast(b2RayCastOutput* output, const b2RayCastInput& input, const b2Transform& xf, int32 childIndex) const",58,43,31,10,9,0,6,49,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2EdgeShape.cpp,"b2EdgeShape::ComputeAABB(b2AABB* aabb, const b2Transform& xf, int32 childIndex) const",12,9,9,0,3,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2EdgeShape.cpp,"b2EdgeShape::ComputeMass(b2MassData* massData, float32 density) const",6,5,5,0,1,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2PolygonShape.cpp,b2PolygonShape::Clone(b2BlockAllocator* allocator) const,5,5,5,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2PolygonShape.cpp,"b2PolygonShape::SetAsBox(float32 hx, float32 hy)",11,11,11,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2PolygonShape.cpp,"b2PolygonShape::SetAsBox(float32 hx, float32 hy, const b2Vec2& center, float32 angle)",22,19,17,1,2,0,1,4,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2PolygonShape.cpp,b2PolygonShape::GetChildCount() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2PolygonShape.cpp,"ComputeCentroid(const b2Vec2* vs, int32 count)",43,28,22,3,9,0,6,34,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2PolygonShape.cpp,"b2PolygonShape::Set(const b2Vec2* vertices, int32 count)",120,93,61,18,18,0,9,45,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2PolygonShape.cpp,"b2PolygonShape::TestPoint(const b2Transform& xf, const b2Vec2& p) const",13,11,7,4,2,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2PolygonShape.cpp,"b2PolygonShape::RayCast(b2RayCastOutput* output, const b2RayCastInput& input, const b2Transform& xf, int32 childIndex) const",68,43,27,10,9,0,16,122,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2PolygonShape.cpp,"b2PolygonShape::ComputeAABB(b2AABB* aabb, const b2Transform& xf, int32 childIndex) const",16,13,11,1,3,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2PolygonShape.cpp,"b2PolygonShape::ComputeMass(b2MassData* massData, float32 density) const",80,32,28,2,16,0,32,224,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2PolygonShape.cpp,b2PolygonShape::Validate() const,25,22,14,6,3,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2ChainShape.h,b2ChainShape::b2ChainShape(),7,7,7,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2CircleShape.h,b2CircleShape::b2CircleShape(),4,4,4,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2CircleShape.h,b2CircleShape::GetSupport(const b2Vec2 &d) const,3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2CircleShape.h,b2CircleShape::GetSupportVertex(const b2Vec2 &d) const,3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2CircleShape.h,b2CircleShape::GetVertex(int32 index) const,4,4,4,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2EdgeShape.h,b2EdgeShape::b2EdgeShape(),9,9,9,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2PolygonShape.h,b2PolygonShape::b2PolygonShape(),5,5,5,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2PolygonShape.h,b2PolygonShape::GetVertex(int32 index) const,3,3,3,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Collision\Shapes\b2Shape.h,b2Shape::GetType() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Common\b2BlockAllocator.cpp,b2BlockAllocator::b2BlockAllocator(),29,25,17,3,4,0,0,0,
D:\engine\proteus\source\Box2D\Common\b2BlockAllocator.cpp,b2BlockAllocator::~b2BlockAllocator(),7,6,4,1,1,0,0,0,
D:\engine\proteus\source\Box2D\Common\b2BlockAllocator.cpp,b2BlockAllocator::Allocate(int32 size),59,48,35,9,11,0,0,0,
D:\engine\proteus\source\Box2D\Common\b2BlockAllocator.cpp,"b2BlockAllocator::Free(void* p, int32 size)",46,38,23,5,7,0,1,8,
D:\engine\proteus\source\Box2D\Common\b2BlockAllocator.cpp,b2BlockAllocator::Clear(),10,8,6,1,2,0,0,0,
D:\engine\proteus\source\Box2D\Common\b2Draw.cpp,b2Draw::b2Draw(),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Common\b2Draw.cpp,b2Draw::SetFlags(uint32 flags),2,2,2,0,0,0,0,0,
D:\engine\proteus\source\Box2D\Common\b2Draw.cpp,b2Draw::GetFlags() const,2,2,2,1,0,0,0,0,
D:\engine\proteus\source\Box2D\Common\b2Draw.cpp,b2Draw::AppendFlags(uint32 flags),2,2,2,0,0,0,0,0,
